name,loss,accuracy,runtime (minutes)
final,0.32823729515075684,0.9883000254631042,24.13001695473989
final,0.33539700508117676,0.9876000285148621,24.63824592034022
finalNoDrop,0.38000786304473877,0.9868999719619751,23.24810405174891
finalNoDrop,0.2438262701034546,0.9858999848365784,15.24844414393107
HigherBatchLowerLay,0.14447054266929626,0.9879999756813049,7.799480164051056
96BatchLowerLay,0.14262573421001434,0.9869999885559082,7.317837882041931
96BatchLowerLay,0.21685275435447693,0.9861999750137329,13.96522349913915
